paper_id,pmid,year,title,abstract_excerpt,matched_pis,matched_centers,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,final_corpus_decision,final_corpus_reason,review_status,notes
pmid-22648521,22648521,2012,Mesenchymal stromal cells (MSCs): science and f(r)iction.,"Due to their multi-lineage differentiation capacity, support of haematopoiesis, immunomodulation and secretion of proregenerative factors, mesenchymal stem/stromal cells (MSCs) are in the focus of intense research since decades. The literature is replete with reports on their...",Melanie Ott,HPMI,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22645316,22645316,2012,Global identification and characterization of both O-GlcNAcylation and phosphorylation at the murine synapse.,"O-linked N-acetylglucosamine (O-GlcNAc) is a dynamic, reversible monosaccharide modifier of serine and threonine residues on intracellular protein domains. Crosstalk between O-GlcNAcylation and phosphorylation has been hypothesized. Here, we identified over 1750 and 16,500 sit...",Andrej Sali,HPMI,,,,primary_research,candidate,relevant viral/host/pathway terms matched: proteome,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22632586,22632586,2012,Prevalence of low back and pelvic pain during pregnancy in a Norwegian population.,"OBJECTIVE: The purpose of this study was to investigate the cumulative prevalence of low back pain (LBP), pelvic pain (PP), and lumbopelvic pain during pregnancy, including features possibly associated with development of pregnancy-related PP, in an unselected population of wo...",Kristian Andersen,CViSB,influenza,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22622107,22622107,2012,Identification of viable myocardium in acute anterior infarction using duration of systolic lengthening by tissue Doppler strain: a preliminary study.,BACKGROUND: The aim of this study was to investigate whether strain Doppler echocardiography before reperfusion therapy could quantify ischemic dysfunction and predict viable myocardium in acute myocardial infarction as determined by magnetic resonance imaging. METHODS: Twenty...,Kristian Andersen,CViSB,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22618536,22618536,2012,SALIGN: a web server for alignment of multiple protein sequences and structures.,"SUMMARY: Accurate alignment of protein sequences and/or structures is crucial for many biological analyses, including functional annotation of proteins, classifying protein sequences into families, and comparative protein structure modeling. Described here is a web interface t...",Andrej Sali,HPMI,,,network_modeling,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-22609626,22609626,2012,Facile backbone structure determination of human membrane proteins by NMR spectroscopy.,"Although nearly half of today's major pharmaceutical drugs target human integral membrane proteins (hIMPs), only 30 hIMP structures are currently available in the Protein Data Bank, largely owing to inefficiencies in protein production. Here we describe a strategy for the rapi...",Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22590727,22590727,2012,"A comparative study of ancient sedimentary DNA, pollen and macrofossils from permafrost sediments of northern Siberia reveals long-term vegetational stability.","Although ancient DNA from sediments (sedaDNA) has been used to investigate past ecosystems, the approach has never been directly compared with the traditional methods of pollen and macrofossil analysis. We conducted a comparative survey of 18 ancient permafrost samples spannin...",Kristian Andersen,CViSB,,,,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-22544723,22544723,2012,"Atomic structure of the nuclear pore complex targeting domain of a Nup116 homologue from the yeast, Candida glabrata.","The nuclear pore complex (NPC), embedded in the nuclear envelope, is a large, dynamic molecular assembly that facilitates exchange of macromolecules between the nucleus and the cytoplasm. The yeast NPC is an eightfold symmetric annular structure composed of ~456 polypeptide ch...",Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22539173,22539173,2012,The effect of the Talking Diabetes consulting skills intervention on glycaemic control and quality of life in children with type 1 diabetes: cluster randomised controlled trial (DEPICTED study).,OBJECTIVE: To evaluate the effectiveness on glycaemic control of a training programme in consultation skills for paediatric diabetes teams. DESIGN: Pragmatic cluster randomised controlled trial. SETTING: 26 UK secondary and tertiary care paediatric diabetes services. PARTICIPA...,Ryan McNamara,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22535707,22535707,2012,Ectopic expression of murine CD47 minimizes macrophage rejection of human hepatocyte xenografts in immunodeficient mice.,UNLABELLED: Macrophages play an important role in the rejection of xenogeneic cells and therefore represent a major obstacle to generating chimeric mice with human xenografts that are useful tools for basic and preclinical medical research. The signal inhibitory regulatory pro...,Melanie Ott,HPMI,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22532025,22532025,2012,Safety assessment of intraportal liver cell application in New Zealand white rabbits under GLP conditions.,"Liver cell transplantation (LCT) is considered a new therapeutic strategy for the treatment of acute liver failure and inborn metabolic defects of the liver. Although minimally invasive, known safety risks of the method include portal vein thrombosis and pulmonary embolism. Si...",Melanie Ott,HPMI,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22509280,22509280,2012,Glucocorticoid-treated mice are an inappropriate positive control for long-term preclinical studies in the mdx mouse.,BACKGROUND: Dmd(mdx) (mdx) mice are used as a genetic and biochemical model of dystrophin deficiency. The long-term consequences of glucocorticoid (GC) treatment on dystrophin-deficient skeletal and heart muscle are not yet known. Here we used systematic phenotyping to assess...,Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22499926,22499926,2012,Research priorities. Shining light into black boxes.,,Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22492075,22492075,2012,[How can successful weight reduction be maintained the best?].,,Ryan McNamara,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22475782,22475782,2012,Implementation of legal abortion in Nepal: a model for rapid scale-up of high-quality care.,"Unsafe abortion's significant contribution to maternal mortality and morbidity was a critical factor leading to liberalization of Nepal's restrictive abortion law in 2002. Careful, comprehensive planning among a range of multisectoral stakeholders, led by Nepal's Ministry of H...",Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
