source_collection,paper_id,pmid,doi,year,title,center,pi_candidates,cross_virus_relevance,priority,subset_reason,pmcid,pubmed_url,pmc_url,publisher_url,open_access_status,full_text_source,full_text_status,oa_landing_path,oa_pdf_path,manual_download_needed,manual_download_reason
pi-backlog,pmid-18948282,18948282,10.1093/nar/gkn791,2009,"MODBASE, a database of annotated comparative protein structure models and associated resources.",HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2686492,https://pubmed.ncbi.nlm.nih.gov/18948282/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2686492/,https://doi.org/10.1093/nar/gkn791,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18948282.url,papers/fulltext/inventory/oa/pmid-18948282.pdf,no,
pi-backlog,pmid-18854154,18854154,10.1016/j.cell.2008.07.032,2008,Global analysis of host-pathogen interactions that regulate early-stage HIV-1 replication.,HPMI,Trey Ideker,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, hiv, interactome, network",PMC2628946,https://pubmed.ncbi.nlm.nih.gov/18854154/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2628946/,https://doi.org/10.1016/j.cell.2008.07.032,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18854154.url,papers/fulltext/inventory/oa/pmid-18854154.pdf,no,
pi-backlog,pmid-18835315,18835315,10.1016/j.vaccine.2008.09.038,2008,Universal influenza A M2e-HBc vaccine protects against disease even in the presence of pre-existing anti-HBc antibodies.,SYBIL,Michael Schotsaert,high,medium,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/18835315/,,https://doi.org/10.1016/j.vaccine.2008.09.038,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18835315.url,papers/fulltext/inventory/oa/pmid-18835315.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-18832340,18832340,10.1110/ps.036061.108,2008,How well can the accuracy of comparative protein structure models be predicted?,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2578807,https://pubmed.ncbi.nlm.nih.gov/18832340/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2578807/,https://doi.org/10.1110/ps.036061.108,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18832340.url,papers/fulltext/inventory/oa/pmid-18832340.pdf,no,
pi-backlog,pmid-18785945,18785945,10.1111/j.1553-2712.2008.00237.x,2008,The proinflammatory cytokine response following resuscitation in the swine model depends on the method of ventricular fibrillation induction.,UCLA-Persistent-BSI,Scott Filler,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2597503,https://pubmed.ncbi.nlm.nih.gov/18785945/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2597503/,https://doi.org/10.1111/j.1553-2712.2008.00237.x,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18785945.url,papers/fulltext/inventory/oa/pmid-18785945.pdf,no,
pi-backlog,pmid-18663127,18663127,10.1084/jem.20080383,2008,Transcriptional role of p53 in interferon-mediated antiviral immunity.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: viral, pathway",PMC2525597,https://pubmed.ncbi.nlm.nih.gov/18663127/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2525597/,https://doi.org/10.1084/jem.20080383,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18663127.url,papers/fulltext/inventory/oa/pmid-18663127.pdf,no,
pi-backlog,pmid-18621707,18621707,10.1073/pnas.0803189105,2008,Subnanometer-resolution electron cryomicroscopy-based domain models for the cytoplasmic region of skeletal muscle RyR channel.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2474495,https://pubmed.ncbi.nlm.nih.gov/18621707/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2474495/,https://doi.org/10.1073/pnas.0803189105,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18621707.url,papers/fulltext/inventory/oa/pmid-18621707.pdf,no,
pi-backlog,pmid-18542861,18542861,10.1007/978-1-60327-058-8_8,2008,Protein structure modeling with MODELLER.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/18542861/,,https://doi.org/10.1007/978-1-60327-058-8_8,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18542861.url,papers/fulltext/inventory/oa/pmid-18542861.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-18536725,18536725,10.1038/nsmb.1436,2008,Mechanism of lid closure in the eukaryotic chaperonin TRiC/CCT.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2546500,https://pubmed.ncbi.nlm.nih.gov/18536725/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2546500/,https://doi.org/10.1038/nsmb.1436,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18536725.url,papers/fulltext/inventory/oa/pmid-18536725.pdf,no,
pi-backlog,pmid-18533893,18533893,10.1089/hum.2007.163,2008,rVSV(M Delta 51)-M3 is an effective and safe oncolytic virus for cancer therapy.,SYBIL,Adolfo Garcia-Sastre,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC2775926,https://pubmed.ncbi.nlm.nih.gov/18533893/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2775926/,https://doi.org/10.1089/hum.2007.163,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18533893.url,papers/fulltext/inventory/oa/pmid-18533893.pdf,no,
pi-backlog,pmid-18379232,18379232,10.1097/CCM.0b013e3181691b99,2008,"Efficacy and safety of intravenous infusion of doripenem versus imipenem in ventilator-associated pneumonia: a multicenter, randomized study.",SCRIPT,Richard Wunderink,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/18379232/,,https://doi.org/10.1097/CCM.0b013e3181691b99,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18379232.url,papers/fulltext/inventory/oa/pmid-18379232.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-18300872,18300872,10.1097/HJH.0b013e3282f3ad9a,2008,"Comparative efficacy and safety of aliskiren, an oral direct renin inhibitor, and ramipril in hypertension: a 6-month, randomized, double-blind trial.",CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/18300872/,,https://doi.org/10.1097/HJH.0b013e3282f3ad9a,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18300872.url,papers/fulltext/inventory/oa/pmid-18300872.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-18174180,18174180,10.1093/bioinformatics/btm630,2008,NetworkBLAST: comparative analysis of protein networks.,HPMI,Trey Ideker,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/18174180/,,https://doi.org/10.1093/bioinformatics/btm630,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18174180.url,papers/fulltext/inventory/oa/pmid-18174180.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-18071337,18071337,10.1038/sj.mt.6300343,2008,Exponential enhancement of oncolytic vesicular stomatitis virus potency by vector-mediated suppression of inflammatory responses in vivo.,SYBIL,Adolfo Garcia-Sastre,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC2930752,https://pubmed.ncbi.nlm.nih.gov/18071337/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2930752/,https://doi.org/10.1038/sj.mt.6300343,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18071337.url,papers/fulltext/inventory/oa/pmid-18071337.pdf,no,
pi-backlog,pmid-18003608,18003608,10.1074/jbc.M708929200,2008,2'-deoxy-4'-azido nucleoside analogs are highly potent inhibitors of hepatitis C virus replication despite the lack of 2'-alpha-hydroxyl groups.,SYBIL,Sumit Chanda,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, interaction",,https://pubmed.ncbi.nlm.nih.gov/18003608/,,https://doi.org/10.1074/jbc.M708929200,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18003608.url,papers/fulltext/inventory/oa/pmid-18003608.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-17965094,17965094,10.1093/nar/gkm905,2008,BioHealthBase: informatics support in the elucidation of influenza virus host pathogen interactions and virulence.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, pathway, interaction",PMC2238987,https://pubmed.ncbi.nlm.nih.gov/17965094/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2238987/,https://doi.org/10.1093/nar/gkm905,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17965094.url,papers/fulltext/inventory/oa/pmid-17965094.pdf,no,
pi-backlog,pmid-17942531,17942531,10.1128/JVI.01080-07,2008,Distinct RIG-I and MDA5 signaling by RNA viruses in innate immunity.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, dengue, interaction, host response",PMC2224404,https://pubmed.ncbi.nlm.nih.gov/17942531/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2224404/,https://doi.org/10.1128/JVI.01080-07,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17942531.url,papers/fulltext/inventory/oa/pmid-17942531.pdf,no,
pi-backlog,pmid-18429317,18429317,10.1002/0471140864.ps0209s50,2007,Comparative protein structure modeling using MODELLER.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/18429317/,,https://doi.org/10.1002/0471140864.ps0209s50,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18429317.url,papers/fulltext/inventory/oa/pmid-18429317.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-18082876,18082876,10.1016/j.sapharm.2006.12.001,2007,Impact of bilingual product information labels on Spanish-speaking adults' ability to comprehend OTC information.,SYBIL,Sumit Chanda,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/18082876/,,https://doi.org/10.1016/j.sapharm.2006.12.001,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-18082876.url,papers/fulltext/inventory/oa/pmid-18082876.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-17965183,17965183,10.1110/ps.073228407,2007,Host pathogen protein interactions predicted by comparative modeling.,HPMI,Andrej Sali,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC2222825,https://pubmed.ncbi.nlm.nih.gov/17965183/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2222825/,https://doi.org/10.1110/ps.073228407,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17965183.url,papers/fulltext/inventory/oa/pmid-17965183.pdf,no,
pi-backlog,pmid-17905832,17905832,10.1110/ps.072895107,2007,Fold assessment for comparative protein structure modeling.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2211691,https://pubmed.ncbi.nlm.nih.gov/17905832/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2211691/,https://doi.org/10.1110/ps.072895107,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17905832.url,papers/fulltext/inventory/oa/pmid-17905832.pdf,no,
pi-backlog,pmid-17703413,17703413,10.1086/521027,2007,alpha-Defensin inhibits influenza virus replication by cell-mediated mechanism(s).,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway, host response",,https://pubmed.ncbi.nlm.nih.gov/17703413/,,https://doi.org/10.1086/521027,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-17703413.url,papers/fulltext/inventory/oa/pmid-17703413.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-17570147,17570147,10.1186/1471-2105-8-S4-S4,2007,The AnnoLite and AnnoLyze programs for comparative annotation of protein structures.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC1892083,https://pubmed.ncbi.nlm.nih.gov/17570147/,https://pmc.ncbi.nlm.nih.gov/articles/PMC1892083/,https://doi.org/10.1186/1471-2105-8-S4-S4,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17570147.url,papers/fulltext/inventory/oa/pmid-17570147.pdf,no,
pi-backlog,pmid-17494067,17494067,10.1128/JVI.00724-07,2007,Peptide-mediated interference with influenza A virus polymerase.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",PMC1933368,https://pubmed.ncbi.nlm.nih.gov/17494067/,https://pmc.ncbi.nlm.nih.gov/articles/PMC1933368/,https://doi.org/10.1128/JVI.00724-07,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17494067.url,papers/fulltext/inventory/oa/pmid-17494067.pdf,no,
pi-backlog,pmid-17459917,17459917,10.1128/JVI.00013-07,2007,Inhibition of the alpha/beta interferon response by mouse hepatitis virus at multiple levels.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, interaction",PMC1933268,https://pubmed.ncbi.nlm.nih.gov/17459917/,https://pmc.ncbi.nlm.nih.gov/articles/PMC1933268/,https://doi.org/10.1128/JVI.00013-07,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17459917.url,papers/fulltext/inventory/oa/pmid-17459917.pdf,no,
pi-backlog,pmid-17442719,17442719,10.1128/JVI.02581-06,2007,Multiple anti-interferon actions of the influenza A virus NS1 protein.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, host response",PMC1933316,https://pubmed.ncbi.nlm.nih.gov/17442719/,https://pmc.ncbi.nlm.nih.gov/articles/PMC1933316/,https://doi.org/10.1128/JVI.02581-06,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17442719.url,papers/fulltext/inventory/oa/pmid-17442719.pdf,no,
pi-backlog,pmid-17437410,17437410,10.1111/j.1528-1167.2007.00926.x,2007,Lack of support for a role for RLIP76 (RALBP1) in response to treatment or predisposition to epilepsy.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/17437410/,,https://doi.org/10.1111/j.1528-1167.2007.00926.x,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-17437410.url,papers/fulltext/inventory/oa/pmid-17437410.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-17332413,17332413,10.1126/science.1136567,2007,Multiple functions of the IKK-related kinase IKKepsilon in interferon-mediated antiviral immunity.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, pathway",,https://pubmed.ncbi.nlm.nih.gov/17332413/,,https://doi.org/10.1126/science.1136567,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-17332413.url,papers/fulltext/inventory/oa/pmid-17332413.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-17269724,17269724,10.1021/pr060432u,2007,Identification of cellular interaction partners of the influenza virus ribonucleoprotein complex and polymerase complex using proteomic-based approaches.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, proteomics",PMC2577182,https://pubmed.ncbi.nlm.nih.gov/17269724/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2577182/,https://doi.org/10.1021/pr060432u,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17269724.url,papers/fulltext/inventory/oa/pmid-17269724.pdf,no,
pi-backlog,pmid-17227866,17227866,10.1073/pnas.0607038104,2007,"IFN-stimulated gene 15 functions as a critical antiviral molecule against influenza, herpes, and Sindbis viruses.",SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, host response",PMC1783119,https://pubmed.ncbi.nlm.nih.gov/17227866/,https://pmc.ncbi.nlm.nih.gov/articles/PMC1783119/,https://doi.org/10.1073/pnas.0607038104,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17227866.url,papers/fulltext/inventory/oa/pmid-17227866.pdf,no,
pi-backlog,pmid-17225856,17225856,10.1371/journal.pone.0000151,2007,Recruitment and activation of RSK2 by HIV-1 Tat.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: viral, hiv, interaction",PMC1764712,https://pubmed.ncbi.nlm.nih.gov/17225856/,https://pmc.ncbi.nlm.nih.gov/articles/PMC1764712/,https://doi.org/10.1371/journal.pone.0000151,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17225856.url,papers/fulltext/inventory/oa/pmid-17225856.pdf,no,
pi-backlog,pmid-18428767,18428767,10.1002/0471250953.bi0506s15,2006,Comparative protein structure modeling using Modeller.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC4186674,https://pubmed.ncbi.nlm.nih.gov/18428767/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4186674/,https://doi.org/10.1002/0471250953.bi0506s15,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-18428767.url,papers/fulltext/inventory/oa/pmid-18428767.pdf,no,
pi-backlog,pmid-17096593,17096593,10.1371/journal.pcbi.0020153,2006,Structural modeling of protein interactions by analogy: application to PSD-95.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC1635541,https://pubmed.ncbi.nlm.nih.gov/17096593/,https://pmc.ncbi.nlm.nih.gov/articles/PMC1635541/,https://doi.org/10.1371/journal.pcbi.0020153,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17096593.url,papers/fulltext/inventory/oa/pmid-17096593.pdf,no,
pi-backlog,pmid-17094252,17094252,,2006,Discovering regulated networks during HIV-1 latency and reactivation.,HPMI,Trey Ideker,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, hiv, network",PMC5224933,https://pubmed.ncbi.nlm.nih.gov/17094252/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5224933/,,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-17094252.url,papers/fulltext/inventory/oa/pmid-17094252.pdf,no,
