paper_id,pmid,year,title,abstract_excerpt,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-32315548,32315548,2020,A Call for Rational Intensive Care in the Era of COVID-19.,,SCRIPT,Richard Wunderink,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32311297,32311297,2020,COVID-19: First Do No Harm.,,SCRIPT,Richard Wunderink,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32298730,32298730,2020,The Burden of Community-Acquired Pneumonia Requiring Admission to ICU in the United States.,"BACKGROUND: A paucity of studies have assessed the epidemiology of community-acquired pneumonia (CAP) that require ICU admission. We conducted a study on this group of patients with the primary objective of defining the incidence, epidemiology, and mortality rate of CAP in the...",SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32284615,32284615,2020,The proximal origin of SARS-CoV-2.,,CViSB,Kristian Andersen;Robert Garry,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32173339,32173339,2020,Feasibility of Venovenous Extracorporeal Membrane Oxygenation Without Systemic Anticoagulation.,"BACKGROUND: Venovenous extracorporeal membrane oxygenation (ECMO) is increasingly being used for acute respiratory distress syndrome and as a bridge to lung transplantation. After initiation of venovenous ECMO, systemic anticoagulation therapy is traditionally administered and...",SCRIPT,Richard Wunderink,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32156726,32156726,2020,A comparative genomics approach identifies contact-dependent growth inhibition as a virulence determinant.,"Emerging evidence suggests the Pseudomonas aeruginosa accessory genome is enriched with uncharacterized virulence genes. Identification and characterization of such genes may reveal novel pathogenic mechanisms used by particularly virulent isolates. Here, we utilized a mouse b...",SCRIPT,Alan Hauser,pseudomonas_aeruginosa,,,data_or_analysis,high,explicit cross-virus/shared-host language: comparative,medium,older paper with relevant terms: host,pending,
pmid-32150460,32150460,2020,Identifying Clinical Research Priorities in Adult Pulmonary and Critical Care. NHLBI Working Group Report.,"Preventing, treating, and promoting recovery from critical illness due to pulmonary disease are foundational goals of the critical care community and the NHLBI. Decades of clinical research in acute respiratory distress syndrome, acute respiratory failure, pneumonia, and sepsi...",SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32125289,32125289,2020,CoRESTed development of regulatory T cells.,"Tregs require specific epigenetic signatures to induce and maintain their suppressive function in the context of inflammation and cancer surveillance. In this issue of the JCI, Xiong and colleagues identify a critical role for the epigenetic repressor REST corepressor 1 (CoRES...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32123088,32123088,2020,Assessing the role of live poultry trade in community-structured transmission of avian influenza in China.,"The live poultry trade is thought to play an important role in the spread and maintenance of highly pathogenic avian influenza A viruses (HP AIVs) in Asia. Despite an abundance of small-scale observational studies, the role of the poultry trade in disseminating AIV over large...",,,,influenza,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32120884,32120884,2020,Proteomics Computational Analyses Suggest That the Envelope Glycoproteins of Segmented Jingmen Flavi-Like Viruses are Class II Viral Fusion Proteins (b-Penetrenes) with Mucin-Like Domains.,Jingmen viruses are newly described segmented flavi-like viruses that have a worldwide distribution in ticks and have been associated with febrile illnesses in humans. Computational analyses were used to predict that Jingmen flavi-like virus glycoproteins have structural featu...,CViSB,Robert Garry,,,proteomics,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, flavivirus",pending,
pmid-32101295,32101295,2020,Online Bayesian Phylodynamic Inference in BEAST with Application to Epidemic Reconstruction.,"Reconstructing pathogen dynamics from genetic data as they become available during an outbreak or epidemic represents an important statistical scenario in which observations arrive sequentially in time and one is interested in performing inference in an ""online"" fashion. Widel...",,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, pathogen",pending,
pmid-32065600,32065600,2020,Comparison of Cardiovascular and Safety Outcomes of Chlorthalidone vs Hydrochlorothiazide to Treat Hypertension.,"IMPORTANCE: Chlorthalidone is currently recommended as the preferred thiazide diuretic to treat hypertension, but no trials have directly compared risks and benefits. OBJECTIVE: To compare the effectiveness and safety of chlorthalidone and hydrochlorothiazide as first-line the...",,,,,,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong literature-priority keywords matched,pending,
pmid-32028998,32028998,2020,Angiotensin I and angiotensin II concentrations and their ratio in catecholamine-resistant vasodilatory shock.,"BACKGROUND: In patients with vasodilatory shock, plasma concentrations of angiotensin I (ANG I) and II (ANG II) and their ratio may reflect differences in the response to severe vasodilation, provide novel insights into its biology, and predict clinical outcomes. The objective...",SCRIPT,Richard Wunderink,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32025755,32025755,2020,Identification and validation of biomarkers of persistent acute kidney injury: the RUBY study.,PURPOSE: The aim of the RUBY study was to evaluate novel candidate biomarkers to enable prediction of persistence of renal dysfunction as well as further understand potential mechanisms of kidney tissue damage and repair in acute kidney injury (AKI). METHODS: The RUBY study wa...,SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-31992714,31992714,2020,Systemic infection facilitates transmission of Pseudomonas aeruginosa in mice.,"Health care-associated infections such as Pseudomonas aeruginosa bacteremia pose a major clinical risk for hospitalized patients. However, these systemic infections are presumed to be a ""dead-end"" for P. aeruginosa and to have no impact on transmission. Here, we use a mouse in...",SCRIPT,Alan Hauser,pseudomonas_aeruginosa,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-31980672,31980672,2020,Comparisons of the antibody repertoires of a humanized rodent and humans by high throughput sequencing.,"The humanization of animal model immune systems by genetic engineering has shown great promise for antibody discovery, tolerance studies and for the evaluation of vaccines. Assessment of the baseline antibody repertoires of unimmunized model animals will be useful as a benchma...",,,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-31971995,31971995,2020,Mobilizable antibiotic resistance genes are present in dust microbial communities.,"The decades-long global trend of urbanization has led to a population that spends increasing amounts of time indoors. Exposure to microbes in buildings, and specifically in dust, is thus also increasing, and has been linked to various health outcomes and to antibiotic resistan...",,,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-31948967,31948967,2020,"Complete Genome Sequence of Klebsiella pneumoniae Strain TK421, a Conjugative Hypervirulent Isolate.","Klebsiella pneumoniae is a Gram-negative bacterium that is a major cause of nosocomial infections worldwide. Here, we present the complete genome sequence of TK421, a clinical bacteremia isolate containing a hypervirulence plasmid carrying tra-associated conjugation machinery...",SCRIPT,Alan Hauser,klebsiella_pneumoniae,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-31790143,31790143,2020,Incorporating heterogeneous sampling probabilities in continuous phylogeographic inference - Application to H5N1 spread in the Mekong region.,MOTIVATION: The potentially low precision associated with the geographic origin of sampled sequences represents an important limitation for spatially explicit (i.e. continuous) phylogeographic inference of fast-evolving pathogens such as RNA viruses. A substantial proportion o...,,,,influenza,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
