source_collection,paper_id,pmid,doi,year,center,title,pi_candidates,subset_reason,virus_or_pathogen,assay_types,cross_virus_relevance,priority
pi-backlog,pmid-19279106,19279106,10.1128/JVI.02188-08,2009,SYBIL,NS5 of dengue virus mediates STAT2 binding and degradation.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, dengue, pathway",dengue,,candidate,medium
pi-backlog,pmid-19233204,19233204,10.1016/j.jmb.2009.02.031,2009,HPMI,Inferential optimization for simultaneous fitting of multiple components into a CryoEM map of their assembly.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-19218453,19218453,10.1073/pnas.0813234106,2009,SYBIL,Early and sustained innate immune response defines pathology and death in nonhuman primates infected by highly pathogenic influenza virus.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, host response",influenza,,candidate,medium
pi-backlog,pmid-19019947,19019947,10.1128/JVI.00986-08,2009,SYBIL,Hantaan virus nucleocapsid protein binds to importin alpha proteins and inhibits tumor necrosis factor alpha-induced activation of nuclear factor kappa B.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-18948282,18948282,10.1093/nar/gkn791,2009,HPMI,"MODBASE, a database of annotated comparative protein structure models and associated resources.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-18854154,18854154,10.1016/j.cell.2008.07.032,2008,HPMI,Global analysis of host-pathogen interactions that regulate early-stage HIV-1 replication.,Trey Ideker,"viral context plus mechanism/resource terms: virus, viral, hiv, interactome, network",influenza;hiv,proteomics;network_modeling,candidate,medium
pi-backlog,pmid-18835315,18835315,10.1016/j.vaccine.2008.09.038,2008,SYBIL,Universal influenza A M2e-HBc vaccine protects against disease even in the presence of pre-existing anti-HBc antibodies.,Michael Schotsaert,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-18832340,18832340,10.1110/ps.036061.108,2008,HPMI,How well can the accuracy of comparative protein structure models be predicted?,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-18785945,18785945,10.1111/j.1553-2712.2008.00237.x,2008,UCLA-Persistent-BSI,The proinflammatory cytokine response following resuscitation in the swine model depends on the method of ventricular fibrillation induction.,Scott Filler,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-18663127,18663127,10.1084/jem.20080383,2008,SYBIL,Transcriptional role of p53 in interferon-mediated antiviral immunity.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, pathway",,,candidate,medium
pi-backlog,pmid-18621707,18621707,10.1073/pnas.0803189105,2008,HPMI,Subnanometer-resolution electron cryomicroscopy-based domain models for the cytoplasmic region of skeletal muscle RyR channel.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-18542861,18542861,10.1007/978-1-60327-058-8_8,2008,HPMI,Protein structure modeling with MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-18536725,18536725,10.1038/nsmb.1436,2008,HPMI,Mechanism of lid closure in the eukaryotic chaperonin TRiC/CCT.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-18533893,18533893,10.1089/hum.2007.163,2008,SYBIL,rVSV(M Delta 51)-M3 is an effective and safe oncolytic virus for cancer therapy.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-18379232,18379232,10.1097/CCM.0b013e3181691b99,2008,SCRIPT,"Efficacy and safety of intravenous infusion of doripenem versus imipenem in ventilator-associated pneumonia: a multicenter, randomized study.",Richard Wunderink,explicit cross-virus or shared-host framing in title/abstract,pseudomonas_aeruginosa,network_modeling,high,low
pi-backlog,pmid-18300872,18300872,10.1097/HJH.0b013e3282f3ad9a,2008,CViSB,"Comparative efficacy and safety of aliskiren, an oral direct renin inhibitor, and ramipril in hypertension: a 6-month, randomized, double-blind trial.",Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-18174180,18174180,10.1093/bioinformatics/btm630,2008,HPMI,NetworkBLAST: comparative analysis of protein networks.,Trey Ideker,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-18071337,18071337,10.1038/sj.mt.6300343,2008,SYBIL,Exponential enhancement of oncolytic vesicular stomatitis virus potency by vector-mediated suppression of inflammatory responses in vivo.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-18003608,18003608,10.1074/jbc.M708929200,2008,SYBIL,2'-deoxy-4'-azido nucleoside analogs are highly potent inhibitors of hepatitis C virus replication despite the lack of 2'-alpha-hydroxyl groups.,Sumit Chanda,"viral context plus mechanism/resource terms: virus, viral, interaction",influenza;hcv,,candidate,medium
pi-backlog,pmid-17965094,17965094,10.1093/nar/gkm905,2008,SYBIL,BioHealthBase: informatics support in the elucidation of influenza virus host pathogen interactions and virulence.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, pathway, interaction",influenza;mycobacterium_tuberculosis,network_modeling,candidate,medium
pi-backlog,pmid-17942531,17942531,10.1128/JVI.01080-07,2008,SYBIL,Distinct RIG-I and MDA5 signaling by RNA viruses in innate immunity.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, dengue, interaction, host response",influenza;rsv;dengue,,candidate,medium
pi-backlog,pmid-18429317,18429317,10.1002/0471140864.ps0209s50,2007,HPMI,Comparative protein structure modeling using MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-18082876,18082876,10.1016/j.sapharm.2006.12.001,2007,SYBIL,Impact of bilingual product information labels on Spanish-speaking adults' ability to comprehend OTC information.,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-17965183,17965183,10.1110/ps.073228407,2007,HPMI,Host pathogen protein interactions predicted by comparative modeling.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,medium
pi-backlog,pmid-17905832,17905832,10.1110/ps.072895107,2007,HPMI,Fold assessment for comparative protein structure modeling.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-17703413,17703413,10.1086/521027,2007,SYBIL,alpha-Defensin inhibits influenza virus replication by cell-mediated mechanism(s).,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway, host response",influenza,,candidate,medium
pi-backlog,pmid-17570147,17570147,10.1186/1471-2105-8-S4-S4,2007,HPMI,The AnnoLite and AnnoLyze programs for comparative annotation of protein structures.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-17494067,17494067,10.1128/JVI.00724-07,2007,SYBIL,Peptide-mediated interference with influenza A virus polymerase.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-17459917,17459917,10.1128/JVI.00013-07,2007,SYBIL,Inhibition of the alpha/beta interferon response by mouse hepatitis virus at multiple levels.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, interaction",coronavirus,,candidate,medium
pi-backlog,pmid-17442719,17442719,10.1128/JVI.02581-06,2007,SYBIL,Multiple anti-interferon actions of the influenza A virus NS1 protein.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, host response",influenza,,candidate,medium
pi-backlog,pmid-17437410,17437410,10.1111/j.1528-1167.2007.00926.x,2007,HPMI,Lack of support for a role for RLIP76 (RALBP1) in response to treatment or predisposition to epilepsy.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,influenza,network_modeling,high,low
pi-backlog,pmid-17332413,17332413,10.1126/science.1136567,2007,SYBIL,Multiple functions of the IKK-related kinase IKKepsilon in interferon-mediated antiviral immunity.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway",,,candidate,medium
pi-backlog,pmid-17269724,17269724,10.1021/pr060432u,2007,SYBIL,Identification of cellular interaction partners of the influenza virus ribonucleoprotein complex and polymerase complex using proteomic-based approaches.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, proteomics",influenza,proteomics,candidate,medium
pi-backlog,pmid-17227866,17227866,10.1073/pnas.0607038104,2007,SYBIL,"IFN-stimulated gene 15 functions as a critical antiviral molecule against influenza, herpes, and Sindbis viruses.",Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, host response",influenza,,candidate,medium
pi-backlog,pmid-17225856,17225856,10.1371/journal.pone.0000151,2007,HPMI,Recruitment and activation of RSK2 by HIV-1 Tat.,Melanie Ott,"viral context plus mechanism/resource terms: viral, hiv, interaction",hiv,epigenomics,candidate,medium
pi-backlog,pmid-18428767,18428767,10.1002/0471250953.bi0506s15,2006,HPMI,Comparative protein structure modeling using Modeller.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-17096593,17096593,10.1371/journal.pcbi.0020153,2006,HPMI,Structural modeling of protein interactions by analogy: application to PSD-95.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-17094252,17094252,,2006,HPMI,Discovering regulated networks during HIV-1 latency and reactivation.,Trey Ideker,"viral context plus mechanism/resource terms: virus, viral, hiv, network",hiv,network_modeling,candidate,medium
pi-backlog,pmid-17075131,17075131,10.1110/ps.062416606,2006,HPMI,Statistical potential for assessment and prediction of protein structures.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-17006449,17006449,10.1038/nature05181,2006,SYBIL,Genomic analysis of increased host immune and cell death responses induced by 1918 influenza virus.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction, host response",influenza,,candidate,medium
pi-backlog,pmid-16954324,16954324,10.1128/AAC.00038-06,2006,UCLA-Persistent-BSI,A synthetic congener modeled on a microbicidal domain of thrombin- induced platelet microbicidal protein 1 recapitulates staphylocidal mechanisms of the native molecule.,Michael Yeaman,explicit cross-virus or shared-host framing in title/abstract,staphylococcus_aureus,,high,medium
pi-backlog,pmid-16940530,16940530,10.1128/JVI.00555-06,2006,SYBIL,Inhibition of the type I interferon response by the nucleoprotein of the prototypic arenavirus lymphocytic choriomeningitis virus.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway",cmv,,candidate,medium
pi-backlog,pmid-16928763,16928763,10.1128/JVI.00851-06,2006,SYBIL,Integrated molecular signature of disease: analysis of influenza virus-infected macaques through functional genomics and proteomics.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, proteomics, host response",influenza,proteomics,candidate,medium
pi-backlog,pmid-16872496,16872496,10.1186/1471-2105-7-360,2006,HPMI,A direct comparison of protein interaction confidence assignment schemes.,Trey Ideker,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-16751606,16751606,10.1110/ps.062095806,2006,HPMI,A composite score for predicting errors in protein structure models.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-16738133,16738133,10.1093/nar/gkl353,2006,HPMI,Protein complex compositions predicted by structural similarity.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-16725105,16725105,10.1016/j.bbamem.2006.03.027,2006,UCLA-Persistent-BSI,Structural congruence among membrane-active host defense polypeptides of diverse phylogeny.,Michael Yeaman,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-16615907,16615907,10.1016/j.str.2006.02.006,2006,HPMI,Protease accessibility laddering: a proteomic tool for probing protein structure.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,proteomics;network_modeling,high,low
pi-backlog,pmid-16601728,16601728,10.1038/nbt1196,2006,HPMI,Modeling cellular machinery through biological network comparison.,Trey Ideker,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-16575526,16575526,10.1007/s10719-006-5441-0,2006,SYBIL,Sequence analysis and receptor specificity of the hemagglutinin of a recent influenza H2N2 virus isolated from chicken in North America.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-16490207,16490207,10.1016/j.jmb.2006.01.062,2006,HPMI,Refinement of protein structures by iterative comparative modeling and CryoEM density fitting.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,medium
pi-backlog,pmid-16423846,16423846,10.1093/protein/gzj005,2006,HPMI,Variable gap penalty for protein sequence-structure alignment.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,,high,low
