source_collection,paper_id,pmid,year,center,title,pi_candidates,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,abstract_excerpt
pi-backlog,pmid-32876697,32876697,2020,,Effect of Hydrocortisone on Mortality and Organ Support in Patients With Severe COVID-19: The REMAP-CAP COVID-19 Corticosteroid Domain Randomized Clinical Trial.,,sars-cov-2;coronavirus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"IMPORTANCE: Evidence regarding corticosteroid use for severe coronavirus disease 2019 (COVID-19) is limited. OBJECTIVE: To determine whether hydrocortisone improves outcome for patients with severe COVID-19. DESIGN, SETTING, AND PARTICIPANTS: An ongoing adaptive platform trial..."
pi-backlog,pmid-32663348,32663348,2020,,Current Status of COVID-19 (Pre)Clinical Vaccine Development.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"The current COVID-19 pandemic has a tremendous impact on daily life world-wide. Despite the ability to dampen the spread of SARS-CoV-2, the causative agent of the diseases, through restrictive interventions, it is believed that only effective vaccines will provide sufficient c..."
pi-backlog,pmid-32606243,32606243,2020,,Turning up the heat on HIV-1.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
pi-backlog,pmid-32592816,32592816,2020,,Coronavirus disease 2019 (COVID-19) hospitalized patients with acute kidney injury treated with acute peritoneal dialysis do not have infectious peritoneal dialysis effluent.,,sars-cov-2;coronavirus;influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
current-program,pmid-32554594,32554594,2020,,Measles virus and rinderpest virus divergence dated to the sixth century BCE.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Many infectious diseases are thought to have emerged in humans after the Neolithic revolution. Although it is broadly accepted that this also applies to measles, the exact date of emergence for this disease is controversial. We sequenced the genome of a 1912 measles virus and..."
pi-backlog,pmid-32511541,32511541,2020,,Determinants of Severity in Cancer Patients with COVID-19 Illness.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"New York State had 180,458 cases of SARS-CoV-2 and 9385 reported deaths as of April 10th, 2020. Patients with cancer comprised 8.4% of deceased individuals1. Population-based studies from China and Italy suggested a higher COVID-19 death rate in patients with cancer2,3, althou..."
current-program,pmid-32457420,32457420,2020,CViSB,Field evaluation of a Pan-Lassa rapid diagnostic test during the 2018 Nigerian Lassa fever outbreak.,Donald S Grant;Robert Garry,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Lassa virus (LASV) is the causative agent of Lassa fever (LF), an often-fatal hemorrhagic disease. LF is endemic in Nigeria, Sierra Leone and other West African countries. Diagnosis of LASV infection is challenged by the genetic diversity of the virus, which is greatest in Nig..."
current-program,pmid-32101295,32101295,2020,,Online Bayesian Phylodynamic Inference in BEAST with Application to Epidemic Reconstruction.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, pathogen","Reconstructing pathogen dynamics from genetic data as they become available during an outbreak or epidemic represents an important statistical scenario in which observations arrive sequentially in time and one is interested in performing inference in an ""online"" fashion. Widel..."
current-program,pmid-31301137,31301137,2020,CViSB,Survivors of Ebola Virus Disease Develop Polyfunctional Antibody Responses.,Kristian Andersen;Robert Garry;Donald S Grant,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Monoclonal antibodies can mediate protection against Ebola virus (EBOV) infection through direct neutralization as well as through the recruitment of innate immune effector functions. However, the antibody functional response following survival of acute EBOV disease has not be..."
current-program,pmid-31671157,31671157,2019,CViSB,Twenty years of West Nile virus spread and evolution in the Americas visualized by Nextstrain.,Kristian Andersen,,,,review,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, pathogen","It has been 20 years since West Nile virus first emerged in the Americas, and since then, little progress has been made to control outbreaks caused by this virus. After its first detection in New York in 1999, West Nile virus quickly spread across the continent, causing an epi..."
current-program,pmid-31398326,31398326,2019,CViSB,Convergent Structures Illuminate Features for Germline Antibody Binding and Pan-Lassa Virus Neutralization.,Robert Garry,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Lassa virus (LASV) causes hemorrhagic fever and is endemic in West Africa. Protective antibody responses primarily target the LASV surface glycoprotein (GPC), and GPC-B competition group antibodies often show potent neutralizing activity in humans. However, which features conf..."
current-program,pmid-31312805,31312805,2019,CViSB,"Machine-learning Prognostic Models from the 2014-16 Ebola Outbreak: Data-harmonization Challenges, Validation Strategies, and mHealth Applications.",Robert Garry;Donald S Grant,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","BACKGROUND: Ebola virus disease (EVD) plagues low-resource and difficult-to-access settings. Machine learning prognostic models and mHealth tools could improve the understanding and use of evidence-based care guidelines in such settings. However, data incompleteness and lack o..."
pi-backlog,pmid-31233494,31233494,2019,,Bridging the gap between HIV epidemiology and antiretroviral resistance evolution: Modelling the spread of resistance in South Africa.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"The scale-up of antiretroviral therapy (ART) in South Africa substantially reduced AIDS-related deaths and new HIV infections. However, its success is threatened by the emergence of resistance to non-nucleoside reverse-transcriptase inhibitors (NNRTI). The MARISA (Modelling An..."
pi-backlog,pmid-31088600,31088600,2019,,Piloting a surveillance system for HIV drug resistance in the European Union.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"BackgroundA steady increase in HIV drug resistance (HIVDR) has been demonstrated globally in individuals initiating first-line antiretroviral therapy (ART). To support effective use of ART and prevent spread of HIVDR, monitoring is essential.AimWe piloted a surveillance system..."
current-program,pmid-31004175,31004175,2019,,Bayesian Inference of Evolutionary Histories under Time-Dependent Substitution Rates.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Many factors complicate the estimation of time scales for phylogenetic histories, requiring increasingly complex evolutionary models and inference procedures. The widespread application of molecular clock dating has led to the insight that evolutionary rate estimates may vary..."
current-program,pmid-30333617,30333617,2018,,Antibody-mediated protection against Ebola virus.,,,,,review,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Recent Ebola virus disease epidemics have highlighted the need for effective vaccines and therapeutics to prevent future outbreaks. Antibodies are clearly critical for control of this deadly disease; however, the specific mechanisms of action of protective antibodies have yet..."
current-program,pmid-30332564,30332564,2018,CViSB,Genomic Analysis of Lassa Virus during an Increase in Cases in Nigeria in 2018.,Robert Garry;Kristian Andersen,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","During 2018, an unusual increase in Lassa fever cases occurred in Nigeria, raising concern among national and international public health agencies. We analyzed 220 Lassa virus genomes from infected patients, including 129 from the 2017-2018 transmission season, to understand t..."
current-program,pmid-30092199,30092199,2018,CViSB,A Role for Fc Function in Therapeutic Monoclonal Antibody-Mediated Protection against Ebola Virus.,Kristian Andersen,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, host","The recent Ebola virus (EBOV) epidemic highlighted the need for effective vaccines and therapeutics to limit and prevent outbreaks. Host antibodies against EBOV are critical for controlling disease, and recombinant monoclonal antibodies (mAbs) can protect from infection. Howev..."
