paper_id,pmid,source_collection,year,title,center,pi_candidates,previous_subset_reason,parse_status,body_word_count,decision,decision_reason,title_abstract_virus_hits,title_abstract_specific_virus_hits,title_abstract_mechanism_hits,virus_hits,mechanism_hits,cross_virus_hits,off_topic_hits,non_viral_pathogen_hits,method_resource_hits,therapeutic_clinical_hits,body_excerpt
pmid-31720009,31720009,current-program,2019,Divergence dating using mixed effects clock modelling: An application to HIV-1.,,,candidate relevance plus virus/pathogen/assay support,normalized,5753,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: viral, hiv, screen, replication",viral;hiv,hiv,,virus;viral;influenza;hiv,screen;replication,,,,,,"tering step (removing multiple genomes per patient, duplicates, unusually divergent genomes, cultured viruses, and outliers in a root-to-tip divergence analysis) and recombination screening. The sequences were aligned using MAFFT ( Katoh, Asimenos, and Toh 2009 ) and the resulting sequence alignment was manually edited, taking care to maintain the reading frames in coding genes. We investigated temporal signal in this data by plotting root-to-tip divergence as a function of sampling time using T"
pmid-34192736,34192736,current-program,2021,Untangling introductions and persistence in COVID-19 resurgence in Europe.,,,candidate relevance plus virus/pathogen/assay support,normalized,5732,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, sars-cov-2, sars, covid-19, pathway",virus;viral;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;influenza;sars-cov-2;sars;covid-19;ebola,pathway;pathways;network,,,,,,"thods ). Although estimates for individual dispersal between pairs of countries can also be obtained ( Extended Data Figure 2 ), we remain cautious in interpreting these as direct pathways of spread because the genome sampling only covers a restricted set of European countries. The mobility to/from each country within our 10-country sample covers between 64% and 96% of the mobility of these countries to/from all countries within Europe ( Extended Data Table 3 , Extended Data Figure 3 ), except f"
pmid-32407507,32407507,current-program,2020,"Genomic Epidemiology, Evolution, and Transmission Dynamics of Porcine Deltacoronavirus.",,,candidate relevance plus virus/pathogen/assay support,normalized,5688,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, coronavirus, sars-cov-2, sars, pathway, interaction",virus;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19,pathway;interaction;screen;replication;network,species barriers,,,,,"iratory syndrome (SARS)-CoV and Middle East respiratory syndrome coronavirus (MERS)-CoV ( Drosten et al. 2003 ; Zaki et al. 2012 ), which are well-known for their ability to cross-species barriers and cause lethal respiratory infections in humans. In addition, HCoV-HKU1, HCoV-229E, HCoV-NL63, and HCoV-OC43 are not only endemic in humans but also of zoonotic origin ( Corman et al. 2015 , 2016 ; Su et al. 2016 ; Tao et al. 2017 ). Of note, the recent outbreak of Corona virus Disease 2019 (COVID-19"
pmid-36897778,36897778,pi-backlog,2023,The lysine methyltransferase SMYD5 amplifies HIV-1 transcription and is post-transcriptionally upregulated by Tat and USP11.,HPMI,Melanie Ott,"viral context plus mechanism/resource terms: viral, hiv, host factor",cached_normalized,5685,maybe,"virus-focused title/abstract with some host-mechanism signal: hiv, host factor",viral;hiv,hiv,host factor,virus;viral;hiv,host factor;interaction;interactions;interactome;screen;crispr;dependency;restriction factor;macrophage,,cancer;tumor,,,,", methylates Tat, thereby possibly contributing to activation of HIV-1 transcription ( Figure 7 ). Because SMYD5 mostly binds to the activated promoter, we propose that SMYD5 is a host factor critically amplifying HIV-1 latency reversal in activated T cells and, therefore, a target for silencing-promoting therapies. The finding that SMYD5 is a coactivator of HIV-1 transcription was unexpected because Kidder et al. demonstrated SMYD5’s corepressor role in mESCs; they found SMYD5 enriched at long"
pmid-38940448,38940448,current-program,2024,"Dispersal history of SARS-CoV-2 in Galicia, Spain.",,,candidate relevance plus virus/pathogen/assay support,cached_normalized,5683,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, sars-cov-2, sars, interaction, interactions",virus;viral;sars-cov-2;sars,sars-cov-2;sars,,virus;viral;coronavirus;sars-cov-2;sars;covid-19,interaction;interactions;network,,,,,,"e Alpha variant of concern (VOC) entered Galicia and Spain during a third wave, proliferating alongside pre-existing variants. This surge was presumably fueled by increased social interactions over the Christmas period, despite the implementation of several containment strategies. The fourth wave was primarily dominated by the Alpha variant but also saw non-pervasive introductions of other VOCs, such as Beta and Gamma. This period coincided with the initiation of the vaccination campaign and th"
pmid-38463998,38463998,current-program,2024,"Dispersal history of SARS-CoV-2 in Galicia, Spain.",,,candidate relevance plus virus/pathogen/assay support,cached_normalized,5681,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, sars-cov-2, sars, interaction, interactions",virus;viral;sars-cov-2;sars,sars-cov-2;sars,,virus;viral;coronavirus;sars-cov-2;sars;covid-19,interaction;interactions;network,,,,,,"e Alpha variant of concern (VOC) entered Galicia and Spain during a third wave, proliferating alongside pre-existing variants. This surge was presumably fueled by increased social interactions over the Christmas period, despite the implementation of several containment strategies. The fourth wave was primarily dominated by the Alpha variant but also saw non-pervasive introductions of other VOCs, such as Beta and Gamma. This period coincided with the initiation of the vaccination campaign and th"
pmid-35128980,35128980,pi-backlog,2022,Modeling SARS-CoV-2: Comparative Pathology in Rhesus Macaque and Golden Syrian Hamster Models.,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,explicit cross-virus or shared-host framing in title/abstract,normalized,5604,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, coronavirus, sars-cov-2, sars, covid-19",virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19,pathway;replication;macrophage;alveolar;epithelial,,kidney,bacterial,,,"n subsequent breaks and leaks. 37 , 38 Another potential route for viral entry into the brain following intranasal inoculation could be through the olfactory nerve that provides a pathway between the olfactory bulb, located near the nasal cavity, and the brain; however, a recent review suggests a weak case for infection through this route. 40 There are little data on SARS-CoV-2-related encephalitis in nonhuman primates. A few studies reported SARS-CoV-2 infection in macaque brains by PCR. SARS-C"
pmid-36823332,36823332,current-program,2023,Outbreak.info genomic reports: scalable and dynamic surveillance of SARS-CoV-2 variants and mutations.,CViSB,Kristian Andersen,candidate relevance plus virus/pathogen/assay support,normalized,5568,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, sars-cov-2, sars, screen, immune evasion",virus;sars-cov-2;sars,sars-cov-2;sars,,virus;viral;coronavirus;sars-cov-2;sars;covid-19,screen;immune evasion,,ovarian,,,,"and mask data when there are very few data points available. Sampling strategies for sequencing could also bias the prevalence of a given variant. For example, samples that are prescreened for variants such as B.1.1.7 (Alpha) or BA.1 (Omicron) that show S gene dropout on a widely used qPCR assay could artificially inflate the prevalence of these variants. Efforts to investigate specific outbreaks within a location or preferentially sampling individuals based on their travel history could also bi"
pmid-33532801,33532801,current-program,2021,Immune response to SARS-CoV-2 in the nasal mucosa in children and adults.,,,candidate relevance plus virus/pathogen/assay support,normalized,5564,maybe,"virus-focused title/abstract with some host-mechanism signal: influenza, sars-cov-2, sars, rsv, host response",virus;viral;influenza;sars-cov-2;sars;rsv,influenza;sars-cov-2;sars;rsv,host response,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;rsv,host response;pathway;pathways;interaction;interactions;transcriptomics;screen;replication;epithelial;network,,,bacterial;fungal,,,"from COVID-19 in children is not due to age-related differences in infectivity ( 13 – 16 ). As there are important differences between the pediatric and adult immune systems, the host response to SARS-CoV-2 could explain the observed differences in n children and adults’ clinical phenotypes. The primary host response to viral infection is antiviral interferon signaling to limit viral replication, recruit immune cells, and clear infected cells ( 17 ). However, some viruses have developed strateg"
pmid-31959425,31959425,pi-backlog,2020,Activity of human serum antibodies in an influenza virus hemagglutinin stalk-based ADCC reporter assay correlates with activity in a CD107a degranulation assay.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction",normalized,5437,maybe,"virus-focused title/abstract with some host-mechanism signal: influenza, interaction",virus;influenza,influenza,interaction,virus;influenza,pathway;interaction;interactions;screen;macrophage,,kidney,candida,,,"lation or the killing of the target cells, according to the manufacturer, this setup uses the activation of gene transcription through NFAT, an earlier point in an ADCC activation pathway, to provide a readout [ 36 ]. The reporter bioassay can be easily optimized according to the specific needs of a study (target cell type, cell numbers, incubation times, etc.) and once the optimization process is completed, it shows high stability ( Supplemental Figure 4 ). Here we set out to assess if there i"
pmid-37833243,37833243,pi-backlog,2024,A community effort in SARS-CoV-2 drug discovery.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, sars, screen",cached_normalized,5430,maybe,"virus-focused title/abstract with some host-mechanism signal: sars-cov-2, sars, covid-19, screen",viral;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,screen,viral;sars-cov-2;sars;covid-19,screen,,,,,inhibitor;drug discovery,
pmid-33097660,33097660,hpmi,2020,SARS-CoV-2 Orf6 hijacks Nup98 to block STAT nuclear import and antagonize interferon signaling.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,5387,maybe,"virus-focused title/abstract with some host-mechanism signal: sars-cov-2, sars, pathway",virus;viral;sars-cov-2;sars,sars-cov-2;sars,pathway,virus;viral;coronavirus;sars-cov-2;sars;covid-19;ebola,host factor;host factors;pathway;pathways;interaction;interactions;screen;replication;epithelial;network,,,,,,"0 , 21 ). Our data demonstrate that SARS-CoV-2 infection only marginally impairs STAT1 and STAT2 phosphorylation ( Fig. 2 C – E ), suggesting that the virus is primarily targeting host factors that are more downstream in the pathway to block IFN signaling. Whether SARS-CoV-2 nsp1 is responsible for the observed decrease in STAT1 phosphorylation remains to be determined. However, in agreement with recent reports ( 23 , 24 ), we found that ectopic expression of the SARS-COV-2 accessory protein Orf"
